Gene name,chr,start,end
RPL10P1,21,27420380,27421023
EIF4A1P1,21,27367014,27367947
AC024075.3,19,16630743,16643942
AC087499.2,17,20716481,20737127
POLR3GP1,CHR_HSCHR14_1_CTG1,91603173,91603433
AC093151.8,CHR_HG986_PATCH,41241772,41338644
AL035414.2,CHR_HG1832_PATCH,210303684,210304540
AC093151.4,CHR_HG986_PATCH,41242373,41284861
AC093151.3,CHR_HG986_PATCH,41264550,41264862
AC093151.6,CHR_HG986_PATCH,41302932,41306148
FOXO6-AS1,CHR_HG986_PATCH,41375060,41375701
FOXO6,CHR_HG986_PATCH,41361434,41383813
HHAT,CHR_HG1832_PATCH,210328252,210679653
LCN1P1,CHR_HG2030_PATCH,133224905,133228591
AL772161.4,CHR_HG2030_PATCH,133302618,133302711
LCN1P2,CHR_HG2030_PATCH,133317942,133318617
SURF6,CHR_HG2030_PATCH,133328924,133336336
AL772161.5,CHR_HG2030_PATCH,133337876,133337972
MED22,CHR_HG2030_PATCH,133338460,133348279
ZKSCAN7-AS1,CHR_HG2066_PATCH,44557357,44685653
ZNF660,CHR_HG2066_PATCH,44578223,44599694
MPRIPP1,CHR_HG2066_PATCH,44579938,44581026
ZNF197,CHR_HG2066_PATCH,44584888,44648471
AL772161.6,CHR_HG2030_PATCH,133339138,133339613
RPL7A,CHR_HG2030_PATCH,133348366,133351574
MIR1976,CHR_HG2058_PATCH,26554542,26554593
RN7SL679P,CHR_HG2058_PATCH,26593243,26593546
AL627313.4,CHR_HG2058_PATCH,26593940,26594041
RNU7-29P,CHR_HG2058_PATCH,26602369,26602432
AL627313.3,CHR_HG2058_PATCH,26640377,26640614
ZNF197-AS1,CHR_HG2066_PATCH,44617128,44624797
AL627082.3,CHR_HG2058_PATCH,26645671,26645774
AL627082.4,CHR_HG2058_PATCH,26647447,26647681
ZNF35,CHR_HG2066_PATCH,44648732,44660791
AC092046.1,CHR_HG2066_PATCH,44667412,44669364
SOCS5P3,CHR_HG2066_PATCH,44709307,44710882
AL034351.5,CHR_HG1832_PATCH,210362861,210366948
RNU5A-8P,CHR_HG1832_PATCH,210374154,210374267
AL034351.6,CHR_HG1832_PATCH,210386657,210394112
AL034351.2,CHR_HG1832_PATCH,210462345,210463012
ZNF502,CHR_HG2066_PATCH,44712639,44723827
ZNF501,CHR_HG2066_PATCH,44729592,44737079
SNORD24,CHR_HG2030_PATCH,133349544,133349618
SNORD36B,CHR_HG2030_PATCH,133350243,133350316
SNORD36A,CHR_HG2030_PATCH,133350604,133350676
SNORD36C,CHR_HG2030_PATCH,133350995,133351060
SURF1,CHR_HG2030_PATCH,133351906,133356824
KIAA1143,CHR_HG2066_PATCH,44737657,44761615
RN7SL32P,CHR_HG2232_PATCH,233205199,233205479
SURF2,CHR_HG2030_PATCH,133356698,133361306
KIF15,CHR_HG2066_PATCH,44761717,44873372
SURF4,CHR_HG2030_PATCH,133361598,133376314
ATG16L1,CHR_HG2232_PATCH,233210051,233295674
STKLD1,CHR_HG2030_PATCH,133376514,133406244
MIR564,CHR_HG2066_PATCH,44861884,44861977
TMEM42,CHR_HG2066_PATCH,44861900,44865666
REXO4,CHR_HG2030_PATCH,133406207,133418244
TGM4,CHR_HG2066_PATCH,44874604,44914986
AC098649.2,CHR_HG2066_PATCH,44899174,44900921
ADAMTS13,CHR_HG2030_PATCH,133414506,133459550
SCARNA5,CHR_HG2232_PATCH,233275727,233276002
SCARNA6,CHR_HG2232_PATCH,233288676,233288940
SAG,CHR_HG2232_PATCH,233307816,233347055
AC013726.3,CHR_HG2232_PATCH,233351132,233353416
DGKD,CHR_HG2232_PATCH,233354507,233472104
CACFD1,CHR_HG2030_PATCH,133460113,133470996
ABO,CHR_HG2030_PATCH,133255585,133275349
AL593848.1,CHR_HG2030_PATCH,133350829,133351541
AC013726.4,CHR_HG2232_PATCH,233379843,233379955
CTBP2P1,CHR_HG2062_PATCH,56890001,56890245
FOXR1,CHR_HG2217_PATCH,118971712,118981287
AP003392.9,CHR_HG2217_PATCH,118994334,118994630
AP003392.13,CHR_HG2217_PATCH,118994560,118994655
CCDC84-DT,CHR_HG2217_PATCH,118994824,118998004
CCDC84,CHR_HG2217_PATCH,118998138,119015793
C13orf46,CHR_HG2288_HG2289_PATCH,113953705,113974077
RPL23AP64,CHR_HG2217_PATCH,119003012,119003446
RASA3,CHR_HG2288_HG2289_PATCH,113977784,114128689
AP003392.7,CHR_HG2217_PATCH,119003742,119004893
AP003392.11,CHR_HG2217_PATCH,119005727,119005934
AL356585.7,CHR_HG2291_PATCH,18343918,18348373
FAM230C,CHR_HG2291_PATCH,18365205,18401932
AL356585.6,CHR_HG2291_PATCH,18376478,18377374
AL356585.11,CHR_HG2291_PATCH,18418821,18418943
LINC01784,CHR_HG1342_HG2282_PATCH,12822686,12823159
RPS25,CHR_HG2217_PATCH,119015712,119018691
GGT4P,CHR_HG2291_PATCH,18423434,18440730
AL356585.5,CHR_HG2291_PATCH,18449228,18479842
PRAMEF11,CHR_HG1342_HG2282_PATCH,12824605,12831410
KMT5AP1,CHR_HG2291_PATCH,18467462,18468641
AL356585.8,CHR_HG2291_PATCH,18501841,18518504
AL356585.9,CHR_HG2291_PATCH,18405408,18407072
PRAMEF30P,CHR_HG1342_HG2282_PATCH,12838125,12841357
RASA3-IT1,CHR_HG2288_HG2289_PATCH,114103635,114104886
HNRNPCL1,CHR_HG1342_HG2282_PATCH,12847408,12848725
PRAMEF2,CHR_HG1342_HG2282_PATCH,12857086,12861909
LEUTX,CHR_HG2021_PATCH,39776595,39786167
PRAMEF4,CHR_HG1342_HG2282_PATCH,12879212,12886201
AC005393.2,CHR_HG2021_PATCH,39812972,39813555
PRAMEF10,CHR_HG1342_HG2282_PATCH,12892896,12898270
PRAMEF7,CHR_HG1342_HG2282_PATCH,12916610,12920482
BCL7A,CHR_HG2247_PATCH,122019422,122062044
RNU6-1072P,CHR_HG1342_HG2282_PATCH,12922554,12922660
PRAMEF29P,CHR_HG1342_HG2282_PATCH,12926162,12928253
PRAMEF6,CHR_HG1342_HG2282_PATCH,12938472,12947580
TRAPPC4,CHR_HG2217_PATCH,119018763,119025454
DYRK1B,CHR_HG2021_PATCH,39825350,39834201
AC156455.2,CHR_HG2247_PATCH,122063306,122068616
PRAMEF28P,CHR_HG1342_HG2282_PATCH,13002166,13004957
MLXIP,CHR_HG2247_PATCH,122078746,122143107
PRAMEF27,CHR_HG1342_HG2282_PATCH,13022303,13029318
NALCN-AS1,CHR_HG2249_PATCH,100708325,101059286
AL360225.1,CHR_HG2191_PATCH,74823667,74824187
LINC00411,CHR_HG2249_PATCH,100934023,100944553
HNRNPCL3,CHR_HG1342_HG2282_PATCH,13033696,13035056
PRAMEF25,CHR_HG1342_HG2282_PATCH,13041504,13050711
BCL2L14,CHR_HG1362_PATCH,12049844,12211084
PRAMEF34P,CHR_HG1342_HG2282_PATCH,13068006,13070798
PRAMEF35P,CHR_HG1342_HG2282_PATCH,13077230,13078516
HNRNPCL2,CHR_HG1342_HG2282_PATCH,13088315,13089681
PRAMEF36P,CHR_HG1342_HG2282_PATCH,13101645,13104442
AC245056.2,CHR_HG1342_HG2282_PATCH,13119808,13120287
PRAMEF26,CHR_HG1342_HG2282_PATCH,13121732,13128788
HNRNPCL4,CHR_HG1342_HG2282_PATCH,13137413,13138294
PRAMEF9,CHR_HG1342_HG2282_PATCH,13145282,13152291
PRAMEF13,CHR_HG1342_HG2282_PATCH,13169015,13174236
PRAMEF18,CHR_HG1342_HG2282_PATCH,13195532,13198933
PRAMEF31P,CHR_HG1342_HG2282_PATCH,13218690,13221479
PRAMEF5,CHR_HG1342_HG2282_PATCH,13227039,13236141
AP003392.16,CHR_HG2217_PATCH,119018944,119019012
AP003392.12,CHR_HG2217_PATCH,119044187,119045492
PRAMEF32P,CHR_HG1342_HG2282_PATCH,13246366,13248454
PTMAP9,CHR_HG1362_PATCH,12111163,12111489
MIR1244-4,CHR_HG1362_PATCH,12111952,12112036
LRP6,CHR_HG1362_PATCH,12116025,12267044
KAT6B,CHR_HG2191_PATCH,74826984,75034681
HYOU1,CHR_HG2217_PATCH,119044187,119057226
MIR6719,CHR_HG2021_PATCH,39829716,39829802
FBL,CHR_HG2021_PATCH,39834458,39846379
AC007537.2,CHR_HG1362_PATCH,12155262,12155772
RNU6-545P,CHR_HG1362_PATCH,12226674,12226777
AC007621.2,CHR_HG1362_PATCH,12248991,12249427
RNU6-318P,CHR_HG1362_PATCH,12289227,12289329
MANSC1,CHR_HG1362_PATCH,12326056,12350242
RPL23AP66,CHR_HG1362_PATCH,12338776,12339254
LOH12CR2,CHR_HG1362_PATCH,12355406,12357067
BORCS5,CHR_HG1362_PATCH,12357078,12471238
AC007619.3,CHR_HG1362_PATCH,12452108,12452486
DUSP16,CHR_HG1362_PATCH,12473287,12562868
PRR13P5,CHR_HG2021_PATCH,39958506,39958947
PSMC4,CHR_HG2021_PATCH,39986432,39997031
AC007619.4,CHR_HG1362_PATCH,12485358,12491586
AC092824.2,CHR_HG1362_PATCH,12568206,12568781
ZNF546,CHR_HG2021_PATCH,39999401,40036305
AC007842.2,CHR_HG2021_PATCH,40038651,40040769
ZNF780B,CHR_HG2021_PATCH,40043527,40071498
AC005614.4,CHR_HG2021_PATCH,40064024,40106192
ZNF780A,CHR_HG2021_PATCH,40084419,40106205
AC005614.3,CHR_HG2021_PATCH,40106021,40109673
FCGBP,CHR_HG2021_PATCH,39863324,39949893
AP003392.10,CHR_HG2217_PATCH,119065262,119065676
AP003392.8,CHR_HG2217_PATCH,119067373,119067697
VPS11,CHR_HG2217_PATCH,119067691,119081977
SLC37A4,CHR_HG2217_PATCH,119024112,119030905
SLC2A6,CHR_HG2030_PATCH,133471242,133479275
AC018511.4,CHR_HG2191_PATCH,75005112,75027231
AC018511.3,CHR_HG2191_PATCH,75025532,75026308
DUPD1,CHR_HG2191_PATCH,75039893,75060571
AC018511.6,CHR_HG2191_PATCH,75043933,75057811
ATAD1,CHR_HG2334_PATCH,87751512,87841343
CFL1P1,CHR_HG2334_PATCH,87817928,87845612
RN7SL78P,CHR_HG2334_PATCH,87832818,87833098
AC022016.1,CHR_HG2334_PATCH,87878694,87880428
RPL11P3,CHR_HG2334_PATCH,87945469,87945991
AC063965.3,CHR_HG2334_PATCH,87994585,87994662
MED6P1,CHR_HG2334_PATCH,88048102,88049823
KLLN,CHR_HG2334_PATCH,87861956,87862489
PTEN,CHR_HG2334_PATCH,87863440,87966341
FRG1-DT,CHR_HG2023_PATCH,189764391,189940733
AC024730.2,CHR_HG2239_PATCH,154544169,154547285
CTIF,CHR_HG2213_PATCH,48539031,48867468
IGKV5-2,CHR_HG2290_PATCH,88897232,88897784
IGKV7-3,CHR_HG2290_PATCH,88915081,88915378
PGBD4P5,CHR_HG2290_PATCH,88922328,88922753
IGKV2-4,CHR_HG2290_PATCH,88931666,88932380
IGKV1-5,CHR_HG2290_PATCH,88947301,88947957
IGKV1-6,CHR_HG2290_PATCH,88966262,88966767
IGKV3-7,CHR_HG2290_PATCH,88978468,88979081
IGKV1-8,CHR_HG2290_PATCH,88992409,88992931
IGKV1-9,CHR_HG2290_PATCH,89009982,89010515
IGKV2-10,CHR_HG2290_PATCH,89019992,89020686
IGKV3-11,CHR_HG2290_PATCH,89027171,89027731
IGKV1-12,CHR_HG2290_PATCH,89040224,89040745
IGKV1-13,CHR_HG2290_PATCH,89045995,89046466
IGKV2-14,CHR_HG2290_PATCH,89078010,89078784
IGKV3-15,CHR_HG2290_PATCH,89085177,89085787
IGKV1-16,CHR_HG2290_PATCH,89099859,89100361
IGKV1-17,CHR_HG2290_PATCH,89117342,89117844
IGKV2-18,CHR_HG2290_PATCH,89128724,89129483
IGKV2-19,CHR_HG2290_PATCH,89134975,89135257
IGKV3-20,CHR_HG2290_PATCH,89142574,89143160
IGKV6-21,CHR_HG2290_PATCH,89159751,89160366
IGKV1-22,CHR_HG2290_PATCH,89170775,89171212
IGKV2-23,CHR_HG2290_PATCH,89172022,89172553
IGKV2-24,CHR_HG2290_PATCH,89176328,89177160
IGKV3-25,CHR_HG2290_PATCH,89192500,89192752
IGKV2-26,CHR_HG2290_PATCH,89196096,89196829
AC244255.2,CHR_HG2290_PATCH,89203509,89203906
AC048380.4,CHR_HG2213_PATCH,48564795,48568342
MIR4743,CHR_HG2213_PATCH,48670632,48670700
AC022919.2,CHR_HG2213_PATCH,48677826,48692670
LINC02542,CHR_HG2072_PATCH,81844602,82169391
IGKV1-27,CHR_HG2290_PATCH,89213423,89213928
AC022919.3,CHR_HG2213_PATCH,48759944,48760569
IGKV2-28,CHR_HG2290_PATCH,89221698,89222461
AC093567.2,CHR_HG2213_PATCH,48830302,48839021
NDUFB11P1,CHR_HG2116_PATCH,92340108,92340572
IGKV2-29,CHR_HG2290_PATCH,89234174,89234912
PGAM1P9,CHR_HG2116_PATCH,92370572,92371326
IGKV2-30,CHR_HG2290_PATCH,89244781,89245596
IGKV3-31,CHR_HG2290_PATCH,89252211,89252736
IGKV1-32,CHR_HG2290_PATCH,89253571,89254015
IGKV1-33,CHR_HG2290_PATCH,89266494,89268506
IGKV3-34,CHR_HG2290_PATCH,89275298,89275787
IGKV1-35,CHR_HG2290_PATCH,89286689,89286973
IGKV2-36,CHR_HG2290_PATCH,89295233,89295455
AL356131.2,CHR_HG1651_PATCH,61240898,61241311
IGKV1-37,CHR_HG2290_PATCH,89297264,89297785
IGKV2-38,CHR_HG2290_PATCH,89309898,89310144
IGKV1-39,CHR_HG2290_PATCH,89319625,89320146
IGKV2-40,CHR_HG2290_PATCH,89330110,89330429
MAP4K1,CHR_HG26_PATCH,38587641,38618882
IBTK,CHR_HG2072_PATCH,82169986,82247754
MAGI1,CHR_HG2235_PATCH,65353525,66038834
RNU6-771P,CHR_HG1342_HG2282_PATCH,13251952,13252058
PRAMEF8,CHR_HG1342_HG2282_PATCH,13253862,13258001
PRAMEF33,CHR_HG1342_HG2282_PATCH,13276366,13281734
AC008649.4,CHR_HG26_PATCH,38596346,38601694
EIF3K,CHR_HG26_PATCH,38619082,38636955
ACTN4,CHR_HG26_PATCH,38647649,38731589
AC008649.3,CHR_HG26_PATCH,38683873,38693606
AC256309.1,CHR_HG26_PATCH,38738251,38739830
LGALS7B,CHR_HG26_PATCH,38770969,38773523
LGALS7,CHR_HG26_PATCH,38789280,38791794
RNU6-140P,CHR_HG26_PATCH,38797048,38797155
LGALS4,CHR_HG26_PATCH,38801718,38812981
ECH1,CHR_HG26_PATCH,38815458,38831877
AC008982.3,CHR_HG26_PATCH,38817507,38840214
AC104534.2,CHR_HG26_PATCH,38820202,38823259
HNRNPL,CHR_HG26_PATCH,38836424,38852383
RNU6-130P,CHR_HG2072_PATCH,82210338,82210440
AC209420.1,CHR_HG2072_PATCH,82274199,82275177
AL121977.3,CHR_HG2072_PATCH,82364064,82373860
TPBG,CHR_HG2072_PATCH,82373409,82381031
SLC25A26,CHR_HG2235_PATCH,66133610,66388212
AC008982.4,CHR_HG26_PATCH,38844765,38845535
RINL,CHR_HG26_PATCH,38867866,38878311
RNU6-787P,CHR_HG2235_PATCH,66293210,66293316
RN7SL482P,CHR_HG2235_PATCH,66323951,66324248
AC011455.4,CHR_HG26_PATCH,38870195,38873799
SIRT2,CHR_HG26_PATCH,38878591,38899898
NFKBIB,CHR_HG26_PATCH,38899736,38908929
CCER2,CHR_HG26_PATCH,38909016,38912194
SARS2,CHR_HG26_PATCH,38915302,38930932
AC011455.3,CHR_HG26_PATCH,38915440,38949891
MRPS12,CHR_HG26_PATCH,38930584,38933198
ERVK9-11,CHR_HG26_PATCH,38935333,38938668
FBXO17,CHR_HG26_PATCH,38941437,38975778
AC011455.5,CHR_HG26_PATCH,38975197,39014527
AC091493.2,CHR_HG2236_PATCH,16687986,16697479
CDYLP1,CHR_HG2236_PATCH,16692745,16694202
PLCL2,CHR_HG2236_PATCH,16802651,17090582
MIR3714,CHR_HG2236_PATCH,16933174,16933238
PLCL2-AS1,CHR_HG2236_PATCH,17042720,17044170
TMEM159,CHR_HG926_PATCH,21158377,21180616
ADAMTS2,CHR_HG30_PATCH,179110853,179345461
AC000050.2,CHR_HG1311_PATCH,50669804,50669901
AC000050.4,CHR_HG1311_PATCH,50672714,50674174
RNU6-409P,CHR_HG1311_PATCH,50691077,50691180
ACR,CHR_HG1311_PATCH,50738219,50745356
AF001550.3,CHR_HG926_PATCH,21194847,21205977
RNA5SP266,CHR_HG2067_PATCH,57132453,57132560
FO681507.2,CHR_HG1311_PATCH,50740616,50743537
MUC6,CHR_HG107_PATCH,1012823,1036718
AC002056.3,CHR_HG1311_PATCH,50754693,50755452
SMURF1,CHR_HG2088_PATCH,99027438,99144100
RPL23AP82,CHR_HG1311_PATCH,50756966,50801309
AC109479.4,CHR_HG30_PATCH,179377505,179378865
LINC01606,CHR_HG2067_PATCH,57148457,57244793
AC109479.5,CHR_HG30_PATCH,179377531,179378761
AC109479.6,CHR_HG30_PATCH,179385819,179385992
AC270306.5,CHR_HG30_PATCH,179455294,179455974
ZP2,CHR_HG926_PATCH,21197450,21214510
AC270306.3,CHR_HG30_PATCH,179492015,179492096
AC270306.2,CHR_HG30_PATCH,179503254,179515530
AC270306.6,CHR_HG30_PATCH,179522252,179524868
PRKAR2B,CHR_HG2266_PATCH,107044705,107161811
FRG1,CHR_HG2023_PATCH,189940870,189963202
FO681507.1,CHR_HG1311_PATCH,50721436,50733232
AC270306.4,CHR_HG30_PATCH,179527020,179527309
LINC02688,CHR_HG107_PATCH,1049876,1055745
MUC5AC,CHR_HG107_PATCH,1159911,1203106
MLLT10P2,CHR_HG2023_PATCH,189973599,189973847
AF146191.6,CHR_HG2023_PATCH,189979902,189982379
RUFY1,CHR_HG30_PATCH,179550489,179611566
TUBB7P,CHR_HG2023_PATCH,189982523,189984871
RNA5SP174,CHR_HG2023_PATCH,190014800,190014917
KPNA7,CHR_HG2088_PATCH,99173574,99207506
RNA5SP175,CHR_HG2023_PATCH,190017360,190017478
DUX4L9,CHR_HG2023_PATCH,190021078,190022336
RARRES2P4,CHR_HG2023_PATCH,190037743,190038226
DUX4L8,CHR_HG2023_PATCH,190067620,190068894
OR4C12,CHR_HG1708_PATCH,49981473,49982535
RPL23AP84,CHR_HG2023_PATCH,190128676,190129139
HBP1,CHR_HG2266_PATCH,107168961,107202522
AC215524.2,CHR_HG2023_PATCH,190128687,190128927
OR4C48P,CHR_HG1708_PATCH,50018798,50019695
FRG2,CHR_HG2023_PATCH,190024025,190026913
OR4C49P,CHR_HG1708_PATCH,50053408,50054307
CT476828.17,CHR_HG2023_PATCH,190070926,190072197
CT476828.19,CHR_HG2023_PATCH,190074232,190075503
CT476828.16,CHR_HG2023_PATCH,190077538,190078809
MUC2,CHR_HG107_PATCH,1075018,1112365
CT476828.1,CHR_HG2023_PATCH,190080844,190082115
MGAT4C,CHR_HG2063_PATCH,85955666,86838884
CT476828.15,CHR_HG2023_PATCH,190084150,190085421
CT476828.5,CHR_HG2023_PATCH,190087456,190088727
CT476828.8,CHR_HG2023_PATCH,190090762,190092033
CT476828.10,CHR_HG2023_PATCH,190094068,190095339
CT476828.4,CHR_HG2023_PATCH,190097374,190098645
CT476828.14,CHR_HG2023_PATCH,190100680,190101951
CT476828.2,CHR_HG2023_PATCH,190103986,190105257
DUX4,CHR_HG2023_PATCH,190107292,190108563
ANKS4B,CHR_HG926_PATCH,21233699,21253850
AC241640.1,CHR_HG926_PATCH,21402110,21424449
AC241640.2,CHR_HG926_PATCH,21472115,21478634
NPIPB5,CHR_HG926_PATCH,21744964,21767544
AC241410.1,CHR_HG926_PATCH,21815465,21821981
POLR3E,CHR_HG926_PATCH,21946243,21983930
AC010196.2,CHR_HG2063_PATCH,86599578,86838978
EEF2K,CHR_HG926_PATCH,21992621,22075070
AC079597.2,CHR_HG2063_PATCH,87041747,87042254
AC004492.2,CHR_HG2266_PATCH,107192559,107193300
COG5,CHR_HG2266_PATCH,107201555,107564647
PRDX2P3,CHR_HG30_PATCH,179572092,179572677
AC270306.1,CHR_HG30_PATCH,179597471,179605295
AC270227.1,CHR_HG30_PATCH,179630732,179630991
AC270227.3,CHR_HG30_PATCH,179641610,179642783
CBY3,CHR_HG30_PATCH,179679544,179682019
CANX,CHR_HG30_PATCH,179679612,179732514
AC255406.1,CHR_HG2266_PATCH,107450200,107450479
GPR22,CHR_HG2266_PATCH,107470143,107475810
DUS4L,CHR_HG2266_PATCH,107563617,107578656
AC004839.4,CHR_HG2266_PATCH,107579690,107580190
AC004839.3,CHR_HG2266_PATCH,107603496,107603640
BCAP29,CHR_HG2266_PATCH,107580906,107618493
HMGB3P22,CHR_HG30_PATCH,179680016,179695621
MAML1,CHR_HG30_PATCH,179733695,179778170
LTC4S,CHR_HG30_PATCH,179794850,179797517
MGAT4B,CHR_HG30_PATCH,179798463,179807814
MIR1229,CHR_HG30_PATCH,179799144,179799212
MRNIP,CHR_HG30_PATCH,179835986,179863026
RN7SKP150,CHR_HG30_PATCH,179846685,179847005
AC008393.4,CHR_HG30_PATCH,179847888,179847983
AC008393.3,CHR_HG30_PATCH,179859866,179862136
TBC1D9B,CHR_HG30_PATCH,179862919,179907859
HNRNPH1,CHR_HG30_PATCH,179615760,179636304
AC270227.2,CHR_HG30_PATCH,179649036,179651563
SQSTM1,CHR_HG30_PATCH,179821758,179838931
AL139288.4,CHR_HG2002_PATCH,228407365,228410870
TRIM17,CHR_HG2002_PATCH,228407935,228416861
TNK1,CHR_HG2046_PATCH,7380534,7389774
AC141424.2,CHR_HG2285_HG106_HG2252_PATCH,404468,414023
C17orf97,CHR_HG2285_HG106_HG2252_PATCH,410325,431062
H3-4,CHR_HG2002_PATCH,228424845,228425325
RPL23AP15,CHR_HG2002_PATCH,228449163,228449621
RFLNB,CHR_HG2285_HG106_HG2252_PATCH,439978,445939
H2AW,CHR_HG2002_PATCH,228456979,228457873
AC015853.5,CHR_HG2285_HG106_HG2252_PATCH,465285,473461
H2BU1,CHR_HG2002_PATCH,228458107,228460470
MIR4666A,CHR_HG2002_PATCH,228462074,228462152
H2BU2P,CHR_HG2002_PATCH,228464103,228464626
AL139288.3,CHR_HG2002_PATCH,228486188,228487120
RNF187,CHR_HG2002_PATCH,228487382,228496188
BTNL10,CHR_HG2002_PATCH,228510425,228512305
RNA5S1,CHR_HG2002_PATCH,228558286,228558404
RNA5S2,CHR_HG2002_PATCH,228560525,228560643
RNA5S3,CHR_HG2002_PATCH,228620966,228621084
RNA5S16,CHR_HG2002_PATCH,228629928,228630046
RNA5S17,CHR_HG2002_PATCH,228632170,228632288
RNA5SP18,CHR_HG2002_PATCH,228634040,228634160
DUSP5P1,CHR_HG2002_PATCH,228636369,228637507
AC275639.1,CHR_HG2002_PATCH,228638564,228638688
FTH1P2,CHR_HG2002_PATCH,228673218,228673629
PLSCR3,CHR_HG2046_PATCH,7389727,7394842
RHOU,CHR_HG2002_PATCH,228721284,228732469
GCNT2,CHR_HG2057_PATCH,10492223,10629368
VPS53,CHR_HG2285_HG106_HG2252_PATCH,470782,683831
MCPH1,CHR_HG76_PATCH,6406596,6648508
AL139039.4,CHR_HG2057_PATCH,10511036,10514546
AL139039.6,CHR_HG2057_PATCH,10514282,10514973
ZYX,CHR_HG708_PATCH,143381295,143391111
AL139039.5,CHR_HG2057_PATCH,10574749,10575227
GCNT2P1,CHR_HG2057_PATCH,10633762,10634695
AL358777.4,CHR_HG2057_PATCH,10659498,10692860
MOSMO,CHR_HG926_PATCH,22200470,22273045
AF287957.2,CHR_HG76_PATCH,6615604,6617198
PDZD9,CHR_HG926_PATCH,22280232,22297482
AC241401.2,CHR_HG926_PATCH,22321945,22327924
MCPH1-AS1,CHR_HG76_PATCH,6617310,6708224
AC241401.1,CHR_HG926_PATCH,22369984,22376491
NPIPB13,CHR_HG926_PATCH,22423969,22446363
C6orf52,CHR_HG2057_PATCH,10671418,10694797
AC241409.1,CHR_HG926_PATCH,22520552,22559704
METTL9,CHR_HG926_PATCH,22625708,22681332
IGSF6,CHR_HG926_PATCH,22628529,22641587
AC256236.1,CHR_HG926_PATCH,22801555,22808047
MIR8055,CHR_HG76_PATCH,6622124,6622220
AC256236.2,CHR_HG926_PATCH,22855983,22878913
AGPAT5,CHR_HG76_PATCH,6708642,6761503
AL358777.2,CHR_HG2057_PATCH,10674658,10674768
MIR4659A,CHR_HG76_PATCH,6745164,6745244
MIR4659B,CHR_HG76_PATCH,6745168,6745240
AC270252.1,CHR_HG76_PATCH,6780873,6789020
PAK1IP1,CHR_HG2057_PATCH,10694972,10709782
TMEM14C,CHR_HG2057_PATCH,10722915,10731129
TMEM256-PLSCR3,CHR_HG2046_PATCH,7389734,7404097
TMEM256,CHR_HG2046_PATCH,7402975,7404097
NLGN2,CHR_HG2046_PATCH,7404874,7419860
AC113189.5,CHR_HG2046_PATCH,7420103,7444081
SPEM1,CHR_HG2046_PATCH,7420324,7421632
SPEM2,CHR_HG2046_PATCH,7425616,7427568
SPEM3,CHR_HG2046_PATCH,7428857,7432820
AC113189.10,CHR_HG2046_PATCH,7428861,7436278
TMEM102,CHR_HG2046_PATCH,7435435,7437679
AC113189.6,CHR_HG2046_PATCH,7436557,7437523
FGF11,CHR_HG2046_PATCH,7438273,7444937
MIR6892,CHR_HG708_PATCH,143382686,143382800
EPHA1,CHR_HG708_PATCH,143390289,143408856
EPHA1-AS1,CHR_HG708_PATCH,143407813,143523449
AC113189.8,CHR_HG2046_PATCH,7439159,7443327
AC113189.7,CHR_HG2046_PATCH,7439506,7445966
TAS2R62P,CHR_HG708_PATCH,143437034,143437973
TAS2R60,CHR_HG708_PATCH,143443453,143444409
TAS2R41,CHR_HG708_PATCH,143477873,143478796
OR2R1P,CHR_HG708_PATCH,143488462,143489402
OR10AC1,CHR_HG708_PATCH,143509256,143519469
AC073264.4,CHR_HG708_PATCH,143532749,143533164
PAICSP5,CHR_HG708_PATCH,143545186,143546735
CHRNB1,CHR_HG2046_PATCH,7445061,7457710
CTAGE15,CHR_HG708_PATCH,143571801,143574387
RNU6-267P,CHR_HG708_PATCH,143679585,143679687
CTAGE6,CHR_HG708_PATCH,143680046,143682653
AC254813.1,CHR_HG708_PATCH,143686747,143761873
AC254813.2,CHR_HG708_PATCH,143721228,143721653
TCAF2P1,CHR_HG708_PATCH,143725664,143742911
OR2F2,CHR_HG708_PATCH,143860031,143861144
OR2F1,CHR_HG708_PATCH,143879710,143922178
CAPZA1P5,CHR_HG708_PATCH,143903987,143905091
OR2Q1P,CHR_HG708_PATCH,143905771,143906686
SLC16A1P1,CHR_HG708_PATCH,143910008,143911517
OR6B1,CHR_HG708_PATCH,143925186,143933659
ZBTB4,CHR_HG2046_PATCH,7459366,7484263
SLC35G6,CHR_HG2046_PATCH,7481332,7483496
POLR2A,CHR_HG2046_PATCH,7484366,7514614
AC015853.4,CHR_HG2285_HG106_HG2252_PATCH,485254,502690
AC015853.6,CHR_HG2285_HG106_HG2252_PATCH,514680,515531
AC027455.2,CHR_HG2285_HG106_HG2252_PATCH,578116,578709
RPS4XP17,CHR_HG2285_HG106_HG2252_PATCH,618908,619661
AC270297.1,CHR_HG76_PATCH,6835529,6885235
DEFB1,CHR_HG76_PATCH,6870569,6877898
DEFA6,CHR_HG76_PATCH,6924551,6925929
AC270297.2,CHR_HG76_PATCH,6928461,6930326
DEFA4,CHR_HG76_PATCH,6935673,6938159
